0,000000	0,000000	0,000000	-0,082418	 0	 0	 0
0,000000	0,000000	0,000000	0,033578	 0	 0	 0
0,000000	0,000000	0,000000	0,192308	 1	 0	 0
0,017586	0,020586	0,903395	0,106838	 1	 0	 0
0,005945	0,013992	0,810414	0,027472	 1	 0	 0
-0,001672	0,013379	0,725539	0,076313	 1	 0	 0
0,001852	0,013594	0,649047	0,125153	 1	 0	 0
0,010883	0,012215	0,581477	0,057997	 1	 0	 0
0,012223	0,013699	0,522031	0,088522	 1	 0	 0
0,007297	0,015449	0,466578	0,045788	 1	 0	 0
0,001809	0,008906	0,418125	0,039683	 1	 0	 0
0,000359	0,001293	0,373719	0,131258	 1	 0	 0
0,003043	0,013422	0,300957	0,112943	 1	 0	 0
0,005266	0,010258	0,268441	0,125153	 1	 0	 0
0,004441	0,002547	0,240160	0,076313	 1	 0	 0
0,000934	0,001172	0,215969	0,100733	 1	 0	 0
0,000070	0,003250	0,193211	0,173993	 1	 0	 0
0,003414	0,003297	0,173617	0,051892	 1	 0	 0
0,004293	0,003711	0,155762	-0,094628	 1	 0	 0
0,002242	0,005801	0,139309	0,180098	 1	 0	 0
0,002164	0,005582	0,123594	0,094628	 1	 0	 0
0,001125	0,001277	0,111316	0,082418	 1	 0	 0
-0,000168	-0,004676	0,099121	0,094628	 1	 0	 0
0,001734	-0,002461	0,089715	0,009158	 1	 0	 0
0,000074	0,009180	0,069137	0,167888	 1	 0	 0
-0,000316	0,001914	0,062871	0,082418	 1	 0	 0
-0,000813	-0,002410	0,061992	0,143468	 1	 0	 0
-0,001633	-0,000980	0,051324	0,112943	 1	 0	 0
0,001352	0,001227	0,041402	0,137363	 1	 0	 0
0,003512	0,003488	0,039500	0,100733	 1	 0	 0
0,002395	0,003637	0,040973	-0,039683	 1	 0	 0
-0,001215	-0,000355	0,035723	0,009158	 1	 0	 0
-0,001766	-0,004949	0,027465	0,088522	 1	 0	 0
-0,001367	-0,002965	0,028293	0,039683	 1	 0	 0
-0,002297	0,003531	0,022813	0,082418	 1	 0	 0
0,000691	0,005355	0,020203	0,051892	 1	 0	 0
0,003965	0,002578	0,021309	0,027472	 1	 0	 0
-0,001016	-0,004434	0,015734	0,039683	 1	 0	 0
0,000023	-0,003223	0,014680	-0,076313	 1	 0	 0
0,000234	0,002219	0,012789	0,033578	 1	 0	 0
-0,000172	0,005867	0,010668	-0,015263	 1	 0	 0
0,001512	0,003215	0,008305	0,076313	 1	 0	 0
0,001359	-0,003160	0,008656	0,051892	 1	 0	 0
-0,000805	-0,004094	0,008258	0,094628	 1	 0	 0
-0,000840	-0,000992	0,004797	0,094628	 1	 0	 0
0,000617	0,001668	0,009125	0,216728	 1	 0	 0
0,000516	0,002863	0,007234	0,131258	 1	 0	 0
-0,000410	0,002254	0,003977	0,051892	 1	 0	 0
-0,000668	-0,000883	0,001965	0,045788	 1	 0	 0
-0,000160	-0,001918	0,005348	0,106838	 1	 0	 0
0,000277	0,001344	0,004945	-0,039683	 1	 0	 0
0,000016	0,002684	0,001234	0,076313	 1	 0	 0
-0,000539	0,002508	0,002648	-0,009158	 1	 0	 0
-0,000438	-0,000754	0,001563	0,045788	 1	 0	 0
-0,000211	-0,003539	0,002211	0,027472	 1	 0	 0
-0,000023	-0,001574	0,001066	0,155678	 1	 0	 0
0,000680	0,002508	0,003312	0,173993	 1	 0	 0
0,000594	0,002098	0,001094	0,009158	 1	 0	 0
